Naive Bayes,0.3333,0.1707,0.0921,0.5393,0.2258,0.1033,0.5393
Decision Tree,0.3409,0.3659,0.1908,0.5875,0.3529,0.1707,0.5875
Nearest Centroid,0.28,0.1707,0.1184,0.5262,0.2121,0.0637,0.5262
Naive Bayes,0.4783,0.275,0.0784,0.5983,0.3492,0.2459,0.5983
Decision Tree,0.3429,0.3,0.1503,0.5748,0.32,0.1575,0.5748
Nearest Centroid,0.4167,0.25,0.0915,0.5792,0.3125,0.1947,0.5792
Naive Bayes,0.4348,0.2326,0.0867,0.5729,0.303,0.1874,0.5729
Decision Tree,0.3784,0.3256,0.1533,0.5861,0.35,0.1821,0.5861
Nearest Centroid,0.3256,0.3256,0.1933,0.5661,0.3256,0.1322,0.5661
Naive Bayes,0.5714,0.3636,0.0562,0.6537,0.4444,0.3716,0.6537
Decision Tree,0.3846,0.4545,0.15,0.6523,0.4167,0.2855,0.6523
Nearest Centroid,0.3704,0.303,0.1062,0.5984,0.3333,0.2136,0.5984
Naive Bayes,0.4211,0.2581,0.0679,0.5951,0.32,0.2344,0.5951
Decision Tree,0.2182,0.3871,0.2654,0.5608,0.2791,0.099,0.5608
Nearest Centroid,0.2593,0.2258,0.1235,0.5512,0.2414,0.1083,0.5512
Naive Bayes Mean,0.44778,0.26,0.07626000000000001,0.5918599999999999,0.32848,0.22851999999999997,0.5918599999999999
Decision Tree Mean,0.333,0.36662,0.18195999999999998,0.5923,0.34374000000000005,0.17895999999999998,0.5923
Nearest Centroid Mean,0.3304,0.25501999999999997,0.12658,0.5642199999999999,0.28498,0.14250000000000002,0.5642199999999999
