Naive Bayes,0.1429,0.5,0.1304,0.6848,0.2222,0.2092,0.6848
Decision Tree,0.1053,1.0,0.3696,0.8152,0.1905,0.2576,0.8152
Nearest Centroid,0.0345,0.5,0.6087,0.4457,0.0645,-0.0444,0.4457
Naive Bayes,0.0,0.0,0.2667,0.3667,0.0,-0.1491,0.3667
Decision Tree,0.0833,0.3333,0.2444,0.5444,0.1333,0.0497,0.5444
Nearest Centroid,0.0952,0.6667,0.4222,0.6222,0.1667,0.1193,0.6222
Naive Bayes,0.0833,0.5,0.2391,0.6304,0.1429,0.1204,0.6304
Decision Tree,0.0,0.0,0.3261,0.337,0.0,-0.1406,0.337
Nearest Centroid,0.0,0.0,0.4348,0.2826,0.0,-0.1762,0.2826
Naive Bayes,0.1333,0.3333,0.3095,0.5119,0.1905,0.017,0.5119
Decision Tree,0.1765,0.5,0.3333,0.5833,0.2609,0.1153,0.5833
Nearest Centroid,0.0625,0.1667,0.3571,0.4048,0.0909,-0.1336,0.4048
Naive Bayes,0.0,0.0,0.1556,0.4222,0.0,-0.1067,0.4222
Decision Tree,0.2,0.6667,0.1778,0.7444,0.3077,0.2914,0.7444
Nearest Centroid,0.0,0.0,0.2444,0.3778,0.0,-0.1408,0.3778
Naive Bayes Mean,0.0719,0.2667,0.2203,0.5232,0.1111,0.0182,0.5232
Decision Tree Mean,0.113,0.5,0.2902,0.6049,0.1785,0.1147,0.6049
Nearest Centroid Mean,0.0384,0.2667,0.4134,0.4266,0.0644,-0.0751,0.4266
